category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Action Games,"5 Mar, 2025",Verona Interactive,Subzero Stealth,win,None,6 user reviews,6,"Early,Access,Third-Person,Shooter,Action,Survival,Stealth,Tactical,Military,Open,World,Shooter,Assassin,Third,Person,Realistic,Atmospheric,Driving,Shoot,'Em,Up,Physics,Adventure,War,Snow,Cinematic"
Action Games,"18 Nov, 2024",Vincent Lopes-Vicente,Stealth Syndicate,"win,mac,linux",None,8 user reviews,8,"Social,Deduction,Local,Multiplayer,Indie,Assassin,2D,Replay,Value,Detective,Action,PvP,Pixel,Graphics,Battle,Royale,Multiplayer,4,Player,Local,Stealth,Arcade,Top-Down,Top-Down,Shooter,Cyberpunk,Local,Co-Op,Combat,Racing"
Action Games,"19 Dec, 2023",lc85,Stealth Blade,win,"21,57zł",1 user reviews,1,"Ninja,Stealth,Assassin,Action-Adventure,Action,Adventure,Swordplay,Martial,Arts,Combat,Noir,Stylized,Hack,and,Slash,2D,Fighter,2D,Third,Person,Linear,Demons,Thriller,Mystery,Singleplayer"
Action Games,"4 Feb, 2019",Core Gear,隐-Stealth,win,None,4 user reviews,4,"Action,Adventure,RPG,Indie,Stealth"
Indie Games,"1 Nov, 2024",Orazio Principe,Stealth Raider,win,None,2 user reviews,2,"Metroidvania,Souls-like,Roguelite,Puzzle,Action,RPG,RPG,3D,Third,Person,Isometric,Choices,Matter,Hand-drawn,Pixel,Graphics,Dark,Fantasy,Fantasy,Gothic,Action,Stealth,Atmospheric,Adventure,Mystery"
Simulation Games,Coming soon,Jimmy Arcade Limited,Stealth Fighter DEX,win,None,,,"Flight,Wargame,Simulation,Military,War,Cold,War,Stealth,3D,Vehicular,Combat,Tactical,1980s,1990's,Combat,Singleplayer"
Indie Games,"7 Apr, 2025",Agon Games,Stealth Strike,"win,linux",None,1 user reviews,1,"Action,Simulation,Action-Adventure,3D,First-Person,Stylized,Heist,Stealth,PvE,Team-Based,Singleplayer,Indie,Co-op,Multiplayer,Online,Co-Op,Co-op,Campaign"
Action Games,Coming soon,RainSoft,Bolt Action Stealth,win,None,,,"Action,Sniper,Stealth,Shooter,VR,Horror,Atmospheric,Thriller,Hidden,Object,Puzzle,Platformer,Physics,Stylized,Dark,Humor,Aliens,Zombies,Colorful,FPS,First-Person,Linear,Singleplayer"
Strategy Games/SC Jogos Franchise,"30 Apr, 2024",SC Jogos,Ninja Stealth 5,win,"26,88zł",Mostly Positive,44,"Strategy,Indie,Stealth,Casual,Ninja,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Short"
Strategy Games/SC Jogos Franchise,"16 Aug, 2021",SC Jogos,Ninja Stealth 4,win,"2,24zł",Mostly Positive,115,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Short,Sexual,Content"
Indie Games,Coming soon,SandWaveDev,StealthTag,win,None,,,"Social,Deduction,Stealth,Multiplayer,Casual,Parkour,3D,Platformer,Medieval,PvP,Arcade,3D,Detective,Indie,Logic,Investigation,Mystery,Combat"
Action Games,To be announced,Turtlecode Labs,Stealth Gun,win,None,,,"Party,Game,FPS,Stealth,Team-Based,Minimalist,Multiplayer,Funny,Fast-Paced,Action,PvP,Shooter,Indie,Competitive,Tactical,Casual,3D,First-Person,Combat,Party,Stylized"
Action Games,"2 Apr, 2020",YAOYICHEN,Stealth Master,win,None,1 user reviews,1,"Action,Indie,RPG,Strategy,Gore,Violent,Stealth,Third-Person,Shooter,Blood,Building"
Strategy Games/SC Jogos Franchise,"30 Jan, 2017",SC Jogos,Ninja Stealth 2,win,"26,88zł",Mixed,584,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Retro,Multiple,Endings"
Action Games,"29 Apr, 2023",NIK Studios,Winter Stealth,win,None,Positive,12,"Adventure,Action,Puzzle,Action,RPG,Walking,Simulator,Side,Scroller,Pixel,Graphics,Atmospheric,Linear,Singleplayer"
Strategy Games/SC Jogos Franchise,"4 Jun, 2016",SC Jogos,Ninja Stealth,win,"2,24zł",Mostly Positive,821,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,2D,Puzzle,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Shooter"
Strategy Games/SC Jogos Franchise,"6 Dec, 2017",SC Jogos,Ninja Stealth 3,win,"26,88zł",Mostly Positive,462,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,RPG"
Action Games,"29 Apr, 2016",Reddoll Srl,Stealth Labyrinth,win,"35,16zł",Mixed,29,"Indie,Action,Stealth,VR,Sci-fi,Singleplayer,Strategy,FPS,Military,Difficult"
Indie Games/Curve Games Franchise,"28 Nov, 2012",Curve Studios,Stealth Bastard Deluxe,"win,mac,linux","3,95zł",Very Positive,682,"Stealth,Platformer,Indie,Puzzle,Action,Singleplayer,2D,GameMaker,Difficult,Fast-Paced,Great,Soundtrack,Puzzle,Platformer,Pixel,Graphics,Level,Editor,Gore"
Action Games,"13 Feb, 2022",Iceprite,Touhou Mystery Reel,win,None,Very Positive,895,"Early,Access,Casual,Adventure,Action,Strategy,Action-Adventure,Platformer,Beat,'em,up,2D,Platformer,Puzzle,Platformer,Exploration,Side,Scroller,Hidden,Object,2D,Pixel,Graphics,Anime,Cute,Colorful,Comic,Book,Medieval"
Casual Games,"16 Nov, 2022",Elusor Games,Stealth,"win,linux",None,Mixed,17,"Stealth,Puzzle,Real,Time,Tactics,Tactical,Minimalist,Casual,Ninja,2D,Abstract,Stylized,Action,Atmospheric,Relaxing,Arcade,Singleplayer"
Indie Games,"15 May, 2021",nolsoft,Lady in Mystery,win,None,Very Positive,147,"Visual,Novel,LGBTQ+,Female,Protagonist,Romance,Mystery,Historical,Story,Rich,Multiple,Endings,Text-Based,Casual,2D,Choices,Matter,Hand-drawn,Crime,Conversation,Investigation,Emotional,Singleplayer,2D,Platformer,Funny"
Adventure Games/Klei Franchise,"21 Apr, 2016",Klei Entertainment,Don't Starve Together,"win,mac,linux","136,79zł",Overwhelmingly Positive,339819,"Survival,Open,World,Survival,Craft,Multiplayer,Co-op,Open,World,Adventure,Crafting,Online,Co-Op,Sandbox,Difficult,Indie,2D,Atmospheric,Funny,Survival,Horror,Strategy,Horror,Singleplayer,Action,Roguelike"
Indie Games,"30 Jul, 2020",GMatrix,Love Mystery Club,"win,mac,linux",None,Very Positive,105,"Investigation,Interactive,Fiction,Visual,Novel,Adventure,2D,Conversation,Text-Based,Puzzle,Anime,Indie,Singleplayer"
Action Games/Snail Games USA Franchise,"27 Aug, 2017",Studio WildcardInstinct GamesEfecto StudiosVirtual Basement LLC,ARK: Survival Evolved,"win,mac","157,80zł",Very Positive,545908,"Open,World,Survival,Craft,Survival,Multiplayer,Open,World,Dinosaurs,Crafting,Building,Adventure,Base,Building,Co-op,Action,Sandbox,First-Person,Massively,Multiplayer,Singleplayer,Early,Access,RPG,Dragons,Sci-fi,Indie"
Casual Games,"1 Aug, 2024",SQRT3GameHouse,Delicious - Mansion Mystery,"win,mac",None,Positive,13,"Adventure,Casual,Strategy,Action-Adventure,Point,&,Click,Time,Management,2D,Cartoony,Comedy,Drama,Mystery,Fantasy,Story,Rich,Narration,Tutorial,Singleplayer"
Adventure Games,"12 Oct, 2021",Mob Entertainment,Poppy Playtime,win,"127,37zł",Very Positive,98095,"Horror,Free,to,Play,Singleplayer,Puzzle,First-Person,Survival,Horror,Dark,Mystery,Psychological,Horror,Survival,Indie,Lore-Rich,Adventure,1980s,Thriller,Atmospheric,Action,Cartoony,Action-Adventure,Physics"
Action Games,"31 Oct, 2023",RP Game Design Pty Ltd,The Police Mystery,win,None,Mostly Positive,56,"Action,Adventure,Sexual,Content,Exploration,3D,Action-Adventure,Third,Person,First-Person,Magic,Open,World,Surreal,Singleplayer,NSFW,Hentai,Mature,Nudity,Psychological,Horror"
RPG Games/Snail Games USA Franchise,"23 Apr, 2024",Donkey Crew,Bellwright,win,None,Very Positive,10919,"Survival,Open,World,Crafting,Medieval,City,Builder,Online,Co-Op,Building,Multiplayer,Simulation,RPG,Strategy,Life,Sim,Co-op,Exploration,Action,Singleplayer,Early,Access,Third,Person,War,3D"
Action Games/Snail Games USA Franchise,"25 Oct, 2023",Studio WildcardGrove Street GamesInstinct Games,ARK: Survival Ascended,win,"277,98zł",Mixed,67634,"Early,Access,Survival,Open,World,Multiplayer,Dinosaurs,Building,Adventure,Base,Building,Crafting,Action,Sandbox,Character,Customization,Singleplayer,PvE,PvP,Massively,Multiplayer,Inventory,Management,RPG,Fantasy,Sci-fi"
Action Games,"1 Dec, 2015",Afterthought LLC,The Isle,win,None,Very Positive,86311,"Dinosaurs,Survival,Open,World,Multiplayer,Simulation,Hunting,Realistic,Massively,Multiplayer,Adventure,Early,Access,Action,Third,Person,Horror,Co-op,Sandbox,Walking,Simulator,Team-Based,RPG,Strategy,Indie"
Adventure Games/Rebelião Studio Franchise,To be announced,Rebelião Studio,Intergalactic Mystery,win,None,,,"Side,Scroller,Metroidvania,2D,Platformer,Platformer,Action-Adventure,Cute,Cyberpunk,Post-apocalyptic,Gun,Customization,Action,Pixel,Graphics,Colorful,Space,Sci-fi,Fantasy,Survival,Adventure,Singleplayer"
Indie Games,July 2025,Mystery Trails Team,Mystery Trails,win,None,,,"Adventure,Action,Puzzle,Walking,Simulator,Choose,Your,Own,Adventure,Immersive,Sim,First-Person,Realistic,3D,Beautiful,Snow,Nature,Atmospheric,Mystery,Narration,Choices,Matter,Multiple,Endings,Singleplayer,Indie"
Indie Games/Manic Hyena Franchise,"18 Dec, 2018",Manic Hyena,Hidden Paws Mystery,win,"48,56zł",Very Positive,257,"Casual,Cats,Hidden,Object,Relaxing,Puzzle,Cute,Family,Friendly,Mystery,Colorful,Fantasy,Atmospheric,Horror,Singleplayer,Dark,Fantasy,Indie,3D,Stylized,Dark,Beautiful,Lovecraftian"
Indie Games/Ogre Pixel Franchise,Coming soon,Nachon LabOgre Pixel,Grimfield Mystery,win,None,,,"Mystery,Adventure,Exploration,Action,Cartoony,Story,Rich,Indie,Cartoon,Singleplayer,Action-Adventure,Horror,Collectathon,Choices,Matter,Controller,Multiple,Endings"
Indie Games,"16 May, 2011",Re-Logic,Terraria,"win,mac,linux",None,Overwhelmingly Positive,1115820,"Open,World,Survival,Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel,Graphics,Crafting,Building,Exploration,Co-op,Open,World,Online,Co-Op,Indie,Action,RPG,Singleplayer,Replay,Value,Platformer,Atmospheric"
Action Games/Guncraft/Downloadable Content,"28 Oct, 2013",Exato Games Studio,Guncraft: Sci-Fi SFX Pack,win,None,1 user reviews,1,"Indie,Action"
Action Games/V Rising/Downloadable Content,"28 Apr, 2025",Stunlock Studios,V Rising - Eternal Dominance Pack,win,"363,94zł",Very Positive,102,"Survival,Open,World,Base,Building,Multiplayer,Vampire,Crafting,Online,Co-Op,PvP,PvE,Building,Hack,and,Slash,Massively,Multiplayer,Sandbox,Exploration,Action,Adventure,Dark,Fantasy,Action-Adventure,Singleplayer,Co-op"
Action Games/Dead City/Downloadable Content,"21 Jun, 2023",Novalink,Dead City: Sci-Fi Pack,win,None,,,"Action,Adventure,Indie"
Indie Games,June 2025,Sempiternal Rain,Snowfall's Mystery,win,None,,,"Indie,Psychological,Horror,Pixel,Graphics,Psychedelic,Psychological,Text-Based,2D,Choices,Matter,Philosophical,Visual,Novel,Interactive,Fiction,Atmospheric,Romance,Story,Rich,Linear,Multiple,Endings,Stylized,Emotional,Lore-Rich,Science"
Indie Games/Clip maker/Downloadable Content,"27 Feb, 2021",Games For Pleasure,Sci-Fi for Clip maker,win,"760,32zł",1 user reviews,1,"Indie,Simulation,Video,Production,Aliens,Story,Rich,Visual,Novel,Sci-fi,Modern,Science,Software,Design,&,Illustration,Utilities"
Simulation Games/Zen Studios Franchise/Pinball FX3/Downloadable Content,"26 Sep, 2017",Zen Studios,Pinball FX3 - Sci-Fi Pack,win,"91,97zł",Positive,22,"Simulation,Pinball,Arcade,Singleplayer,Spaceships,Indie,Casual,Sci-fi"
Strategy Games/Hawthorn Games Franchise,"28 Aug, 2023",Enigma Dragons LLC,Metroplex Zero: Sci-Fi Card Battler,"win,linux","105,58zł",Very Positive,92,"Roguelike,Deckbuilder,Turn-Based,Card,Battler,Cyberpunk,Strategy,Deckbuilding,Roguelike,Turn-Based,Combat,Combat,Choices,Matter,Class-Based,RPG,Card,Game,Singleplayer,Difficult,Stylized,Futuristic,Procedural,Generation,Strategy,RPG,Party"
RPG Games/InfinitasDM/Downloadable Content,"20 Jul, 2017","Atom Switch, Inc.",InfinitasDM - Sci-Fi Tokens,"win,mac",None,,,"Strategy,RPG"
Action Games/Sci-fi builder/Downloadable Content,"28 Oct, 2023",Games For Pleasure,Beasts for Sci-fi builder,win,None,,,"Adventure,Simulation,Action,Indie,Action-Adventure,Space,Sim,3D,Third,Person,Sci-fi,Level,Editor,Singleplayer,Early,Access,Building,Mars,Space,Colony,Sim,Interactive,Fiction,Sandbox,Aliens,Choose,Your,Own,Adventure"
Action Games/Sci-fi builder/Downloadable Content,"7 Oct, 2023",Games For Pleasure,Monsters for Sci-fi builder,win,None,,,"Adventure,Simulation,Action,Indie,Action-Adventure,Space,Sim,3D,Third,Person,Sci-fi,Level,Editor,Singleplayer,Early,Access,Building,Mars,Space,Colony,Sim,Interactive,Fiction,Sandbox,Aliens,Choose,Your,Own,Adventure"
Strategy Games,"16 Jan, 2018",Veslo Games,Phantom Signal — Sci-Fi Strategy Game,"win,mac,linux","52,16zł",Very Positive,128,"Strategy,Casual,Simulation,Tower,Defense,Space,Sci-fi,Indie,Singleplayer,Space,Sim,RTS"
Adventure Games/Assemble Entertainment Franchise,"20 May, 2021",DigiTales Interactive,Lacuna – A Sci-Fi Noir Adventure,win,"67,34zł",Very Positive,1771,"Pixel,Graphics,Detective,Noir,Interactive,Fiction,Multiple,Endings,Cyberpunk,Crime,Conversation,Sci-fi,Choices,Matter,Narration,Adventure,Text-Based,2D,Thriller,Linear,Drama,Futuristic,Investigation,Story,Rich"
Action Games/Sci-fi builder/Downloadable Content,"1 Sep, 2023",Games For Pleasure,Sci-Fi characters for Sci-fi builder,win,None,,,"Action,Adventure,Indie,Simulation,Sci-fi,Science,Creature,Collector,Aliens,Fantasy"
Strategy Games/Tortuga Team Franchise,"30 Sep, 2019",Tortuga Team,Spaceland: Sci-Fi Indie Tactics,win,"183,55zł",Mostly Positive,346,"RPG,Co-op,Turn-Based,Tactics,3D,Sci-fi,Tactical,RPG,Futuristic,Strategy,Logic,Aliens,Turn-Based,Strategy,Tactical,Turn-Based,Space,Singleplayer,Strategy,RPG,Stylized,Atmospheric,Difficult,Online,Co-Op"
Adventure Games,"15 Aug, 2017",Yash Future Tech Solutions Pvt Ltd,Dark Mystery,win,None,Mixed,12,"Adventure,Indie,Strategy"
Free To Play Games,"8 Dec, 2022",Monster Mystery,Monster Mystery,win,None,Mixed,68,"Casual,Third,Person,PvP,Co-op,Online,Co-Op,Free,to,Play,Action,Multiplayer,Mystery,Social,Deduction,Indie,Survival,Horror"
Simulation Games,"23 Dec, 2023",Games For Pleasure,Sci-fi builder,win,None,Mixed,17,"Adventure,Simulation,Action,Action-Adventure,Space,Sim,3D,Third,Person,Sci-fi,Level,Editor,Singleplayer,Indie,Building,Mars,Space,Colony,Sim,Interactive,Fiction,Sandbox,Aliens,Early,Access,Choose,Your,Own,Adventure"
Indie Games/Street Art Studios Franchise,"3 Dec, 2021",Street Art Studios,Magurele Mystery,win,None,Mostly Positive,55,"Adventure,Casual,Action-Adventure,Puzzle,Indie,3D,First-Person,Funny,Horror,Post-apocalyptic,Thriller,Singleplayer,Mystery,3D,Platformer,Inventory,Management,Hidden,Object"
Indie Games,"22 Feb, 2023",YanchoviesExia,Zhiel's Mystery,win,None,Mixed,11,"Action,Strategy,Interactive,Fiction,FPS,3D,Colorful,First-Person,Realistic,Building,Detective,Casual,Logic,Mystery,Combat,Physics,Story,Rich,PvE,Singleplayer,Free,to,Play,Indie"
Strategy Games/Saber Interactive Franchise,"21 Apr, 2025",Slipgate Ironworks™,Tempest Rising,win,None,Very Positive,4799,"RTS,Strategy,Base,Building,Singleplayer,Multiplayer,Isometric,3D,Real-Time,War,Action,PvP,Action,RTS,Great,Soundtrack,Military,Futuristic,Wargame,FMV,Cinematic,Top-Down,Modern"
Action Games/Monster Hunter Franchise,"27 Feb, 2025","CAPCOM Co., Ltd.",Monster Hunter Wilds,win,None,Mixed,128517,"Hunting,Action,Multiplayer,Online,Co-Op,Co-op,Dating,Sim,Character,Customization,Dragons,Open,World,Third,Person,Action,RPG,Adventure,Fantasy,Cute,RPG,Singleplayer,Atmospheric,Great,Soundtrack,Underwater,Hentai"
Adventure Games/indie.io Franchise,"28 Oct, 2024",Cosmoscouts,Moon Mystery,win,"95,74zł",Mixed,454,"Adventure,Singleplayer,Sci-fi,FPS,Space,Mystery,Puzzle,Robots,Action,Action,RPG,Story,Rich,First-Person,Casual,Exploration,Psychological,Horror,Narration,Linear,Shooter,Realistic,Atmospheric"
Action Games/Monster Hunter Franchise,"8 Aug, 2018","CAPCOM Co., Ltd.",Monster Hunter: World,win,"41,25zł",Very Positive,295680,"Co-op,Multiplayer,Action,Open,World,RPG,Character,Customization,Third,Person,Adventure,Fantasy,Action,RPG,Difficult,Singleplayer,Exploration,Great,Soundtrack,Replay,Value,Atmospheric,Hack,and,Slash,JRPG,MMORPG,Souls-like"
Action Games,Coming soon,Embark Studios,ARC Raiders,win,None,,,"Extraction,Shooter,PvP,PvE,Third-Person,Shooter,Multiplayer,Shooter,Survival,Action,Online,Co-Op,Crafting,Post-apocalyptic,Sci-fi,Realistic,Atmospheric,Inventory,Management,Open,World,Character,Customization,Third,Person,Futuristic,Combat"
Casual Games/Fantasy Aquarium/Downloadable Content,"1 Apr, 2025",MOON SCAPE,FantasyAquariumArtBook,win,None,1 user reviews,1,"Casual,Simulation,Indie"
Action Games/Last Epoch/Downloadable Content,"16 Apr, 2025",Eleventh Hour Games,Last Epoch - Woven Legend Supporter Pack,win,None,Very Positive,287,"Action,RPG,Loot,Hack,and,Slash,RPG,Multiplayer,Isometric,Action,Adventure,Co-op,Indie,Top-Down,Dungeon,Crawler,Singleplayer,Gore,Fantasy,Violent,MMORPG,Character,Customization,Magic,Early,Access"
RPG Games/FINAL FANTASY Franchise,"17 Jun, 2022",Square Enix,FINAL FANTASY VII REMAKE INTERGRADE,win,"119,25zł",Very Positive,30888,"RPG,Action,RPG,JRPG,Singleplayer,Action-Adventure,Party-Based,RPG,Spectacle,fighter,Third,Person,Action,Controller,Adventure,3D,Fantasy,3D,Platformer,Magic,Story,Rich,Cinematic,Realistic,Drama,Sci-fi"
RPG Games/Awaken Realms Franchise,"30 Mar, 2023",Questline,Tainted Grail: The Fall of Avalon,win,None,Very Positive,4220,"Early,Access,Open,World,Dark,Fantasy,RPG,Exploration,First-Person,Character,Customization,Survival,Horror,Action,RPG,Singleplayer,Choices,Matter,Immersive,Sim,FPS,Nonlinear,Narrative,Action,Immersive,Multiple,Endings,Story,Rich,Lore-Rich"
Massively Multiplayer Games,"17 Jul, 2017",Sandbox Interactive GmbH,Albion Online,"win,mac,linux",None,Mostly Positive,82225,"Free,to,Play,MMORPG,Open,World,Massively,Multiplayer,Sandbox,RPG,Multiplayer,Crafting,Survival,PvP,Loot,PvE,Economy,Medieval,Co-op,Fantasy,Strategy,Action,Singleplayer,Difficult"
Indie Games/Excalibur Games Franchise/Tracks - The Train Set Game/Downloadable Content,"26 Jun, 2020",Whoop Group,Tracks - The Train Set Game: Sci-Fi Pack,win,"77,83zł",Mixed,12,"Indie,Simulation,Racing,Sandbox,First-Person,Physics,Funny,Realistic,Building,Open,World,Third,Person,Crafting"
Strategy Games/Total War Official Franchise,"16 Feb, 2022",CREATIVE ASSEMBLYFeral Interactive,Total War: WARHAMMER III,"win,mac,linux","87,96zł",Mostly Positive,83012,"Strategy,Turn-Based,Strategy,Grand,Strategy,RTS,Fantasy,Real,Time,Tactics,War,Dark,Fantasy,Action,Dwarf,Tactical,Games,Workshop,Atmospheric,Multiplayer,Colorful,Co-op,PvP,Singleplayer,Warhammer,40K,Online,Co-Op"
Design & Illustration/Gotcha Gotcha Games Franchise/RPG Maker MV/Downloadable Content,"13 Feb, 2020",Michael Galefire,RPG Maker MV - Sci-Fi Battlebacks,"win,mac,linux","13,79zł",,,"Design,&,Illustration,Web,Publishing"
Indie Games,"20 Jun, 2018",YitYat Studios,Explodey - Sci-fi Side Scroller w/ 'splosions,"win,mac",None,,,"Action,Adventure,Indie"
Indie Games/Clip maker/Downloadable Content,"29 May, 2021",Games For Pleasure,Sci-fi characters for Clip maker,win,"760,32zł",,,"Indie,Simulation,Video,Production,Sci-fi,Futuristic,Science,Software,Management,Design,&,Illustration,Utilities"
RPG/Gotcha Gotcha Games Franchise/RPG Maker MZ/Downloadable Content,"17 Mar, 2022",Michael Galefire,RPG Maker MZ - Sci-Fi Battlebacks,"win,mac","13,79zł",,,"RPG,Web,Publishing,Design,&,Illustration"
Action Games,"20 Dec, 2024",Azure Moon Games Ltd.,Ad Astra: Sci-Fi Tower Defense,win,None,4 user reviews,4,"Indie,Strategy,Action,RTS,Tower,Defense,RTS,Base,Building,Sci-fi,Resource,Management,Arcade,Action,Score,Attack,Futuristic,Casual,Singleplayer,3D,Tactical"
Indie Games,"25 Jul, 2023",Top-Down Games,Hidden SciFi City Top-Down 3D,"win,mac,linux","3 220,00zł",Positive,10,"Action,Adventure,Casual,Racing,RPG,Simulation,Sports,Strategy,Action,RPG,Auto,Battler,Board,Game,City,Builder,Design,&,Illustration,Interactive,Fiction,Rhythm,Tabletop,3D,Platformer,Clicker,Flight,Hero,Shooter"
Strategy Games/Pure Chess Grandmaster Edition/Downloadable Content,"25 Jan, 2017",Ripstone,Pure Chess - Sci-Fi Game Pack,win,None,2 user reviews,2,"Strategy,Sports,Indie,Casual,Simulation"
Free To Play Games/Cyber Car/Downloadable Content,"28 Apr, 2022",Cyber Car Industries,Cyber Car - Bridge Sci-Fi Fighter,win,None,2 user reviews,2,"Free,to,Play,Simulation"
Audio Production/RPG Sounds/Downloadable Content,"27 Jan, 2021",Cast n Play,RPG Sounds - SciFi - Sound Pack,"win,mac",None,,,"Audio,Production,Utilities,Indie,Action,Music,Great,Soundtrack,Singleplayer,Soundtrack,Music-Based,Procedural,Generation,Dungeons,&,Dragons,Ambient"
Casual Games/Flat Cat Games Franchise/Super Jigsaw Puzzle: Generations/Downloadable Content,"17 Apr, 2023",Flat Cat Games,Super Jigsaw Puzzle: Generations - Sci-Fi,win,"2 442,37zł",,,"Strategy,Free,to,Play,Indie,Casual"
Action Games,"21 Jan, 2021",Team Rez,Orange Cast: Sci-Fi Space Action Game,win,"118,82zł",Mixed,130,"Third-Person,Shooter,Space,Action,Sci-fi,Cinematic,Exploration,Atmospheric,Shooter,Space,Sim,Third,Person,Story,Rich,Choices,Matter,Comedy,Adventure,Aliens,Memes,Singleplayer,Combat,Violent,Great,Soundtrack"
Indie Games,"26 Oct, 2023",Isaac Birchmier,Keylogger: A Sci-Fi Visual Novel,"win,mac",None,6 user reviews,6,"Early,Access,Casual,Interactive,Fiction,Visual,Novel,2D,Text-Based,Cyberpunk,Story,Rich,Stylized,Capitalism,Crime,Dark,Fantasy,Dystopian,Fantasy,Philosophical,Sci-fi,Science,Space,Robots,Aliens"
Casual Games/Hide and Seek/Downloadable Content,"31 Aug, 2017",Llama Software,Hide and Seek - Sci-fi Helmet,win,"97,18zł",,,"Free,to,Play,Indie,Casual"
Indie Games/Fantasy Grounds by SmiteWorks Franchise/Fantasy Grounds Classic/Downloadable Content,"26 May, 2016","SmiteWorks USA, LLC",Fantasy Grounds - Sci-fi Themed Maps,win,None,,,"RPG,Indie,Strategy,Space,Sci-fi,Tabletop"
Indie Games/Beautiful Glitch Franchise/Monster Prom 2: Monster Camp/Downloadable Content,"22 Dec, 2020",Beautiful Glitch,Monster Camp Outfit Pack - Sci-Fi,"win,mac,linux","4,31zł",1 user reviews,1,Indie
RPG Games/Prime Matter Franchise,"7 Sep, 2021",Dark Crystal Games,Encased: A Sci-Fi Post-Apocalyptic RPG,"win,linux","171,01zł",Mostly Positive,3951,"CRPG,Turn-Based,Combat,Strategy,Post-apocalyptic,RPG,Isometric,Sci-fi,Adventure,Exploration,Story,Rich,Choices,Matter,Atmospheric,Turn-Based,Indie,Singleplayer,Open,World,Tactical,Multiple,Endings,Survival,Alternate,History"
Free To Play Games/RetroArch/Downloadable Content,"24 Nov, 2021",LibretroMustafa 'GnoStiC' TUFANRichard DrummondSonninnos,RetroArch - UAE,"win,mac,linux",None,Positive,17,"Free,to,Play"
Simulation Games,"28 Sep, 2015",Cylight Studios,Orion: A Sci-Fi Visual Novel,"win,mac,linux",None,Mixed,36,"Visual,Novel,Adventure,Sci-fi,Casual,Simulation,Futuristic"
Free To Play Games/RetroArch/Downloadable Content,"15 Jun, 2020",SourLibretro,RetroArch - Mesen,"win,mac,linux",None,Positive,24,"Free,to,Play"
Indie Games/Assemble Entertainment Franchise,"25 Mar, 2024",DigiTales Interactive,Between Horizons – A Sci-Fi Detective Adventure,win,"86,38zł",Very Positive,246,"Multiple,Endings,Detective,Point,&,Click,Sci-fi,Investigation,Female,Protagonist,Story,Rich,Adventure,Pixel,Graphics,Side,Scroller,Space,Futuristic,Dynamic,Narration,Choices,Matter,Interactive,Fiction,Conversation,Narration,Exploration,Lore-Rich,2.5D"
